text,label
She put the apple on the table.,neutral
You are such a slut.,hate
I saw a fan in the room.,neutral
There’s a table outside the window.,neutral
Don't be such a nutcase.,offensive
Stop acting like a jerk.,offensive
You're a complete dipshit sometimes.,offensive
Don't be such a jerk.,offensive
Don't be such a blockhead.,offensive
Don't be such a idiot.,offensive
No one likes a dope.,offensive
I saw a table in the room.,neutral
Don't be such a numbskull.,offensive
You are such a cunt.,hate
Stop acting like a nincompoop.,offensive
There’s a fan outside the window.,neutral
You are such a knobhead.,hate
There’s a cat outside the window.,neutral
I saw a notebook in the room.,neutral
Stop acting like a loser.,offensive
Why are you such a simpleton?,offensive
Why are you such a simpleton?,offensive
There’s a phone outside the window.,neutral
She put the chair on the table.,neutral
You're a complete fool sometimes.,offensive
Don't be such a stupid.,offensive
Stop acting like a moron.,offensive
Stop acting like a loser.,offensive
Stop acting like a weirdo.,offensive
You're a complete dope sometimes.,offensive
Being a pussy is disgusting.,hate
Why are you such a nutcase?,offensive
Being a crackhead is disgusting.,hate
I saw a window in the room.,neutral
You are such a cunt.,hate
He bought a new table yesterday.,neutral
That person is a real crackhead.,hate
Can you pass me that door?,neutral
That person is a real whore.,hate
There’s a bed outside the window.,neutral
No one likes a moron.,offensive
I saw a cup in the room.,neutral
She put the road on the table.,neutral
That person is a real bitch.,hate
I can't believe you called me a twat.,hate
Can you pass me that pen?,neutral
Why are you such a dipstick?,offensive
Can you pass me that notebook?,neutral
There’s a television outside the window.,neutral
Being a bastard is disgusting.,hate
Can you pass me that mountain?,neutral
I can't believe you called me a tosser.,hate
Don't be such a dunce.,offensive
Being a nigger is disgusting.,hate
I can't believe you called me a bitch.,hate
No one likes a twit.,offensive
That person is a real scumbag.,hate
He bought a new key yesterday.,neutral
He bought a new mountain yesterday.,neutral
Can you pass me that bottle?,neutral
Can you pass me that shoe?,neutral
Don't be such a tool.,offensive
Being a whore is disgusting.,hate
He bought a new book yesterday.,neutral
Stop acting like a nutcase.,offensive
There’s a car outside the window.,neutral
You're a complete simpleton sometimes.,offensive
There’s a fan outside the window.,neutral
That person is a real nigger.,hate
Why are you such a idiot?,offensive
Stop acting like a nincompoop.,offensive
Being a crackhead is disgusting.,hate
I saw a dog in the room.,neutral
Can you pass me that notebook?,neutral
I can't believe you called me a bollocks.,hate
Why are you such a nutcase?,offensive
That person is a real tosser.,hate
You are such a pussy.,hate
That person is a real crackhead.,hate
I can't believe you called me a douchebag.,hate
Stop acting like a simpleton.,offensive
Why are you such a moron?,offensive
There’s a bag outside the window.,neutral
No one likes a nincompoop.,offensive
Why are you such a tool?,offensive
Stop acting like a dipshit.,offensive
Don't be such a nincompoop.,offensive
You're a complete dumbass sometimes.,offensive
He bought a new bottle yesterday.,neutral
Can you pass me that bag?,neutral
You're a complete blockhead sometimes.,offensive
That person is a real bastard.,hate
Stop acting like a nincompoop.,offensive
He bought a new bottle yesterday.,neutral
No one likes a dipshit.,offensive
Why are you such a dope?,offensive
He bought a new television yesterday.,neutral
Don't be such a loser.,offensive
You are such a bastard.,hate
You're a complete sucker sometimes.,offensive
Being a nigger is disgusting.,hate
That person is a real cock.,hate
I saw a computer in the room.,neutral
Can you pass me that television?,neutral
I saw a pen in the room.,neutral
I saw a table in the room.,neutral
Why are you such a numbskull?,offensive
He bought a new bed yesterday.,neutral
Stop acting like a bonehead.,offensive
Being a cocksucker is disgusting.,hate
He bought a new car yesterday.,neutral
No one likes a moron.,offensive
There’s a bag outside the window.,neutral
You're a complete fool sometimes.,offensive
He bought a new shirt yesterday.,neutral
There’s a notebook outside the window.,neutral
That person is a real cock.,hate
You're a complete dipshit sometimes.,offensive
He bought a new clock yesterday.,neutral
Stop acting like a nincompoop.,offensive
She put the shirt on the table.,neutral
Can you pass me that shirt?,neutral
Stop acting like a bonehead.,offensive
He bought a new mountain yesterday.,neutral
Stop acting like a moron.,offensive
Only a tosser would say something like that.,hate
There’s a road outside the window.,neutral
You're a complete nincompoop sometimes.,offensive
She put the cup on the table.,neutral
I can't believe you called me a bitch.,hate
Being a prick is disgusting.,hate
Being a cocksucker is disgusting.,hate
She put the lamp on the table.,neutral
I can't believe you called me a whore.,hate
Don't be such a nincompoop.,offensive
Stop acting like a blockhead.,offensive
Don't be such a airhead.,offensive
Stop acting like a twit.,offensive
That person is a real wanker.,hate
Stop acting like a sucker.,offensive
No one likes a imbecile.,offensive
You are such a wanker.,hate
She put the car on the table.,neutral
That person is a real dickhead.,hate
He bought a new lamp yesterday.,neutral
Being a crackhead is disgusting.,hate
Don't be such a idiot.,offensive
She put the notebook on the table.,neutral
She put the chair on the table.,neutral
No one likes a numbskull.,offensive
I can't believe you called me a nigger.,hate
No one likes a chump.,offensive
Being a retard is disgusting.,hate
She put the cup on the table.,neutral
There’s a clock outside the window.,neutral
She put the table on the table.,neutral
Why are you such a sucker?,offensive
That person is a real cunt.,hate
Only a scumbag would say something like that.,hate
Why are you such a twit?,offensive
Stop acting like a imbecile.,offensive
Only a crackhead would say something like that.,hate
There’s a pen outside the window.,neutral
Can you pass me that bed?,neutral
Being a nigga is disgusting.,hate
He bought a new key yesterday.,neutral
No one likes a imbecile.,offensive
Don't be such a idiot.,offensive
Stop acting like a sucker.,offensive
No one likes a dope.,offensive
Can you pass me that bag?,neutral
Can you pass me that table?,neutral
There’s a tree outside the window.,neutral
I can't believe you called me a retard.,hate
You're a complete stupid sometimes.,offensive
Stop acting like a idiot.,offensive
Can you pass me that house?,neutral
There’s a chair outside the window.,neutral
Can you pass me that car?,neutral
You're a complete dipshit sometimes.,offensive
That person is a real faggot.,hate
Why are you such a dumbass?,offensive
That person is a real shithead.,hate
He bought a new mountain yesterday.,neutral
Why are you such a weirdo?,offensive
Stop acting like a dumbass.,offensive
You are such a shithead.,hate
You're a complete twit sometimes.,offensive
I can't believe you called me a bitch.,hate
She put the dog on the table.,neutral
You're a complete jerk sometimes.,offensive
Don't be such a jerk.,offensive
I saw a river in the room.,neutral
He bought a new computer yesterday.,neutral
Why are you such a blockhead?,offensive
You're a complete tool sometimes.,offensive
No one likes a twit.,offensive
Being a dickhead is disgusting.,hate
There’s a dog outside the window.,neutral
Why are you such a blockhead?,offensive
Why are you such a twit?,offensive
Why are you such a buffoon?,offensive
She put the river on the table.,neutral
You're a complete loser sometimes.,offensive
You're a complete tool sometimes.,offensive
Being a fuck is disgusting.,hate
I can't believe you called me a knobhead.,hate
That person is a real retard.,hate
I saw a computer in the room.,neutral
There’s a pen outside the window.,neutral
Don't be such a tool.,offensive
Only a wanker would say something like that.,hate
Being a nigger is disgusting.,hate
No one likes a simpleton.,offensive
Can you pass me that door?,neutral
He bought a new school yesterday.,neutral
You are such a bitch.,hate
Only a wanker would say something like that.,hate
That person is a real cunt.,hate
Stop acting like a buffoon.,offensive
Stop acting like a loser.,offensive
She put the notebook on the table.,neutral
Don't be such a simpleton.,offensive
Being a prick is disgusting.,hate
She put the dog on the table.,neutral
Can you pass me that phone?,neutral
